1
0.5   	0.5		    0.50     	0	0	0	0	0	0	0.0625
0.503456	0.580805	0.589928	0	0	0	0	0	0	0.0625
0.915506	0.911551	0.440115	0	0	0	0	0	0	0.0625
0.301951	0.889223	0.167908	0	0	0	0	0	0	0.0625
0.262838	0.519629	0.409205	0	0	0	0	0	0	0.0625
0.505925	0.0735852	0.745966	0	0	0	0	0	0	0.0625
0.450396	0.804565	0.323083	0	0	0	0	0	0	0.0625
0.889311	0.653995	0.695306	0	0	0	0	0	0	0.0625
0.927848	0.335021	0.696093	0	0	0	0	0	0	0.0625
0.233718	0.102433	0.591874	0	0	0	0	0	0	0.0625
0.174309	0.614986	0.0766586	0	0	0	0	0	0	0.0625
0.400989	0.425902	0.137323	0	0	0	0	0	0	0.0625
0.157388	0.213415	0.862481	0	0	0	0	0	0	0.0625
0.714329	0.73345	    0.101398	0	0	0	0	0	0	0.0625
0.197228	0.81387	    0.719588	0	0	0	0	0	0	0.0625
0.108421	0.228221	0.715188	0	0	0	0	0	0	0.0625
0.171043	0.726084	0.292478	0	0	0	0	0	0	0.0625
0.682284	0.15483	    0.22093	    0	0	0	0	0	0	0.0625
0.294863	0.764401	0.282244	0	0	0	0	0	0	0.0625
0.674521	0.672388	0.82865	    0	0	0	0	0	0	0.0625
0.121942	0.486192	0.4238	    0	0	0	0	0	0	0.0625
0.801727	0.630957	0.498584	0	0	0	0	0	0	0.0625
0.70547   	0.833864	0.749917	0	0	0	0	0	0	0.0625
0.857288	0.436178	0.838409	0	0	0	0	0	0	0.0625
0.351739	0.675052	0.605461	0	0	0	0	0	0	0.0625
0.677953	0.349717	0.685217	0	0	0	0	0	0	0.0625
0.438471	0.378167	0.848141	0	0	0	0	0	0	0.0625
0.705679	0.340281	0.0989878	0	0	0	0	0	0	0.0625
0.68737	    0.620183	0.412718	0	0	0	0	0	0	0.0625
0.80326	    0.394449	0.50723	    0	0	0	0	0	0	0.0625
0.426046	0.558512	0.908447	0	0	0	0	0	0	0.0625
0.206272	0.81237	    0.510586	0	0	0	0	0	0	0.0625
0.347851	0.335552	0.623546	0	0	0	0	0	0	0.0625
0.574705	0.0727238	0.268584	0	0	0	0	0	0	0.0625
0.679889	0.897254	0.147843	0	0	0	0	0	0	0.0625
0.482706	0.839716	0.108564	0	0	0	0	0	0	0.0625
0.637405	0.860975	0.401769	0	0	0	0	0	0	0.0625
0.851994	0.467859	0.305715	0	0	0	0	0	0	0.0625
0.155854	0.445869	0.71726	    0	0	0	0	0	0	0.0625
0.753202	0.0724012	0.846906	0	0	0	0	0	0	0.0625
0.541602	0.708593	0.317645	0	0	0	0	0	0	0.0625
